id,kind,row_id,cluster_id,column,confidence,derivable,default,decision,proposed_value,note
21|Shipbuilder,fill,21,,Shipbuilder,G,False,accept,accept,Hudong-Zhonghua Shipbuilding,3 independent domains state Hudong-Zhonghua Shipbuilding as builder of Kongtong;
21|Shipowner,fill,21,,Shipowner,Y,False,hold,hold,United Liquefied Gas,PARTIAL (1 domain). LNG Prime names 'United Liquefied Gas Shipping' as the order
21|Capacity,fill,21,,Capacity,G,False,accept,accept,174000,"3 independent domains state 174,000 cbm for Kongtong / the series. Verified as '"
21|Delivery year,fill,21,,Delivery year,G,False,accept,accept,2024,"LNG Prime reports delivery on September 26, 2024; VesselFinder lists Year of Bui"
3|Name,fill,3,,Name,G,False,accept,accept,Pyotr Stolypin,VesselFinder per-IMO (9904675) + trade press name the vessel directly
3|Shipbuilder,fill,3,,Shipbuilder,Y,False,hold,hold,Zvezda Shipbuilding,series-level: all 15 Arctic LNG 2 Arc7 carriers built at Zvezda Shipbuilding Com
3|Shipowner,fill,3,,Shipowner,Y,False,hold,hold,Smart LNG,series-level: Smart LNG (Sovcomflot/NOVATEK JV) owns/time-charters the 14-vessel
3|Capacity,fill,3,,Capacity,Y,False,hold,hold,172600,"series-level: each carrier 172,600 cbm (GTT Mark III)"
3|Delivery year,fill,3,,Delivery year,G,False,accept,accept,2026,VesselFinder per-IMO (9904675) lists Year of Build 2026; Maritime Executive: Sov
4|Name,fill,4,,Name,G,False,accept,accept,Sergei Witte,VesselFinder per-IMO (9904687) + trade press name the vessel directly
4|Shipbuilder,fill,4,,Shipbuilder,Y,False,hold,hold,Zvezda Shipbuilding,series-level: all 15 Arctic LNG 2 Arc7 carriers built at Zvezda Shipbuilding Com
4|Shipowner,fill,4,,Shipowner,Y,False,hold,hold,Smart LNG,series-level: Smart LNG (Sovcomflot/NOVATEK JV) owns/time-charters the 14-vessel
4|Capacity,fill,4,,Capacity,Y,False,hold,hold,172600,"series-level: each carrier 172,600 cbm (GTT Mark III)"
4|Delivery year,fill,4,,Delivery year,G,False,accept,accept,2026,VesselFinder per-IMO (9904687) lists Year of Build 2026; Maritime Executive: Sov
5|Shipbuilder,fill,5,,Shipbuilder,Y,False,hold,hold,Zvezda Shipbuilding,series-level: all 15 Arctic LNG 2 Arc7 carriers built at Zvezda Shipbuilding Com
5|Shipowner,fill,5,,Shipowner,Y,False,hold,hold,Smart LNG,series-level: Smart LNG (Sovcomflot/NOVATEK JV) owns/time-charters the 14-vessel
5|Capacity,fill,5,,Capacity,Y,False,hold,hold,172600,"series-level: each carrier 172,600 cbm (GTT Mark III)"
6|Shipbuilder,fill,6,,Shipbuilder,Y,False,hold,hold,Zvezda Shipbuilding,series-level: all 15 Arctic LNG 2 Arc7 carriers built at Zvezda Shipbuilding Com
6|Shipowner,fill,6,,Shipowner,Y,False,hold,hold,Smart LNG,series-level: Smart LNG (Sovcomflot/NOVATEK JV) owns/time-charters the 14-vessel
6|Capacity,fill,6,,Capacity,Y,False,hold,hold,172600,"series-level: each carrier 172,600 cbm (GTT Mark III)"
7|Shipbuilder,fill,7,,Shipbuilder,Y,False,hold,hold,Zvezda Shipbuilding,series-level: all 15 Arctic LNG 2 Arc7 carriers built at Zvezda Shipbuilding Com
7|Shipowner,fill,7,,Shipowner,Y,False,hold,hold,Smart LNG,series-level: Smart LNG (Sovcomflot/NOVATEK JV) owns/time-charters the 14-vessel
7|Capacity,fill,7,,Capacity,Y,False,hold,hold,172600,"series-level: each carrier 172,600 cbm (GTT Mark III)"
8|Shipbuilder,fill,8,,Shipbuilder,Y,False,hold,hold,Zvezda Shipbuilding,series-level: all 15 Arctic LNG 2 Arc7 carriers built at Zvezda Shipbuilding Com
8|Shipowner,fill,8,,Shipowner,Y,False,hold,hold,Smart LNG,series-level: Smart LNG (Sovcomflot/NOVATEK JV) owns/time-charters the 14-vessel
8|Capacity,fill,8,,Capacity,Y,False,hold,hold,172600,"series-level: each carrier 172,600 cbm (GTT Mark III)"
9|Shipbuilder,fill,9,,Shipbuilder,Y,False,hold,hold,Zvezda Shipbuilding,series-level: all 15 Arctic LNG 2 Arc7 carriers built at Zvezda Shipbuilding Com
9|Shipowner,fill,9,,Shipowner,Y,False,hold,hold,Smart LNG,series-level: Smart LNG (Sovcomflot/NOVATEK JV) owns/time-charters the 14-vessel
9|Capacity,fill,9,,Capacity,Y,False,hold,hold,172600,"series-level: each carrier 172,600 cbm (GTT Mark III)"
10|Shipbuilder,fill,10,,Shipbuilder,Y,False,hold,hold,Zvezda Shipbuilding,series-level: all 15 Arctic LNG 2 Arc7 carriers built at Zvezda Shipbuilding Com
10|Shipowner,fill,10,,Shipowner,Y,False,hold,hold,Smart LNG,series-level: Smart LNG (Sovcomflot/NOVATEK JV) owns/time-charters the 14-vessel
10|Capacity,fill,10,,Capacity,Y,False,hold,hold,172600,"series-level: each carrier 172,600 cbm (GTT Mark III)"
11|Shipbuilder,fill,11,,Shipbuilder,Y,False,hold,hold,Zvezda Shipbuilding,series-level: all 15 Arctic LNG 2 Arc7 carriers built at Zvezda Shipbuilding Com
11|Shipowner,fill,11,,Shipowner,Y,False,hold,hold,Smart LNG,series-level: Smart LNG (Sovcomflot/NOVATEK JV) owns/time-charters the 14-vessel
11|Capacity,fill,11,,Capacity,Y,False,hold,hold,172600,"series-level: each carrier 172,600 cbm (GTT Mark III)"
12|Shipbuilder,fill,12,,Shipbuilder,Y,False,hold,hold,Zvezda Shipbuilding,series-level: all 15 Arctic LNG 2 Arc7 carriers built at Zvezda Shipbuilding Com
12|Shipowner,fill,12,,Shipowner,Y,False,hold,hold,Smart LNG,series-level: Smart LNG (Sovcomflot/NOVATEK JV) owns/time-charters the 14-vessel
12|Capacity,fill,12,,Capacity,Y,False,hold,hold,172600,"series-level: each carrier 172,600 cbm (GTT Mark III)"
13|Shipbuilder,fill,13,,Shipbuilder,Y,False,hold,hold,Zvezda Shipbuilding,series-level: all 15 Arctic LNG 2 Arc7 carriers built at Zvezda Shipbuilding Com
13|Shipowner,fill,13,,Shipowner,Y,False,hold,hold,Smart LNG,series-level: Smart LNG (Sovcomflot/NOVATEK JV) owns/time-charters the 14-vessel
13|Capacity,fill,13,,Capacity,Y,False,hold,hold,172600,"series-level: each carrier 172,600 cbm (GTT Mark III)"
14|Shipbuilder,fill,14,,Shipbuilder,Y,False,hold,hold,Zvezda Shipbuilding,series-level: all 15 Arctic LNG 2 Arc7 carriers built at Zvezda Shipbuilding Com
14|Shipowner,fill,14,,Shipowner,Y,False,hold,hold,Smart LNG,series-level: Smart LNG (Sovcomflot/NOVATEK JV) owns/time-charters the 14-vessel
14|Capacity,fill,14,,Capacity,Y,False,hold,hold,172600,"series-level: each carrier 172,600 cbm (GTT Mark III)"
15|Shipbuilder,fill,15,,Shipbuilder,Y,False,hold,hold,Zvezda Shipbuilding,series-level: all 15 Arctic LNG 2 Arc7 carriers built at Zvezda Shipbuilding Com
15|Shipowner,fill,15,,Shipowner,Y,False,hold,hold,Smart LNG,series-level: Smart LNG (Sovcomflot/NOVATEK JV) owns/time-charters the 14-vessel
15|Capacity,fill,15,,Capacity,Y,False,hold,hold,172600,"series-level: each carrier 172,600 cbm (GTT Mark III)"
16|Shipbuilder,fill,16,,Shipbuilder,Y,False,hold,hold,Zvezda Shipbuilding,series-level: all 15 Arctic LNG 2 Arc7 carriers built at Zvezda Shipbuilding Com
16|Shipowner,fill,16,,Shipowner,Y,False,hold,hold,Smart LNG,series-level: Smart LNG (Sovcomflot/NOVATEK JV) owns/time-charters the 14-vessel
16|Capacity,fill,16,,Capacity,Y,False,hold,hold,172600,"series-level: each carrier 172,600 cbm (GTT Mark III)"
